,REF,Company (Manufacturer),Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating,Company Location PT
2555,829,Tejas,USA,2012,Bolivia,San Jose,"0,7","3- B,S,C","candy,peanut butter,caramel","2,75",EUA
2556,967,Tejas,USA,2012,Brazil,Espada,"0,7","3- B,S,C","flat, cardboard, metallic","2,75",EUA
2557,821,Tejas,USA,2012,Peru,Capistrano,"0,7","4- B,S,C,V","perfume, chemical, soapy","2,0",EUA
2558,1323,Terroir,USA,2014,Madagascar,"Madagascar, batch 6-5-15","0,67","2- B,S","sweet, rich, tannic, fruity","3,75",EUA
2559,1323,Terroir,USA,2014,Uganda,"Uganda, batch 6-3-15","0,73","2- B,S","creamy, almond, butter","3,75",EUA
2560,1323,Terroir,USA,2014,Ecuador,"Ecuador, batch 6-5-15","0,77","2- B,S","intense, mild coffee and rum","3,25",EUA
2561,1478,Terroir,USA,2015,Belize,Belize,"0,7","2- B,S","nutty, raspberry, metallic","3,75",EUA
2562,1478,Terroir,USA,2015,Madagascar,Madagascar,"0,7","2- B,S","bright fruit, mild sour","3,75",EUA
2563,1558,Terroir,USA,2015,Guatemala,Guatemala,"0,7","3- B,S,C","walnuts, cocoa, easy melt","3,75",EUA
2564,1554,Terroir,USA,2015,Dominican Republic,Oko Caribe,"0,7","3- B,S,C","spicy, black pepper, bold","3,5",EUA
2565,1482,Terroir,USA,2015,Ecuador,Ecuador,"0,7","2- B,S","floral, earthy, bourbon","3,25",EUA
2566,1478,Terroir,USA,2015,Peru,Peru,"0,7","2- B,S","spicy, black pepper, intense","2,75",EUA
2567,2370,Terroir,USA,2019,Bolivia,Alto Beni,"0,77","3- B,S,C","muted, roasted banana","3,25",EUA
2568,2358,Terroir,USA,2019,Belize,Maya Mountain,"0,77","3- B,S,C","berries, licorice, cocoa,bitter","3,0",EUA
2569,2374,Terroir,USA,2019,Haiti,Haiti,"0,72","3- B,S,C","harsh, tobacco","2,75",EUA
2570,1614,The Barn,Sweden,2015,Peru,Peru,"0,7","3- B,S,C","sandy, sweet, raisins","3,0",Suécia
2571,162,Theo,USA,2007,Madagascar,Madagascar,"0,65","3- B,S,C","sandy, sweet, blueberry","3,5",EUA
2572,184,Theo,USA,2007,Ghana,"Ghana, Kumasi","0,84","4- B,S,C,V","dry, slightly tart, bitter","3,0",EUA
2573,188,Theo,USA,2007,Blend,"Ghana, Panama, Ecuador","0,75","3- B,S,C","sandy, sweet, fruity","3,0",EUA
2574,184,Theo,USA,2007,Ivory Coast,Ivory Coast,"0,75","4- B,S,C,V","dry, gritty, hint of fruit, sour","2,5",EUA
2575,188,Theo,USA,2007,Venezuela,"Venezuela; Barinos, Merida, Tachron","0,91","2- B,S","dry, very bland, mild bitter","2,0",EUA
2576,903,Theo,USA,2012,Congo,Congo w/ nibs,"0,65","4- B,S,C,V","sweet, vanilla, cocoa","3,25",EUA
2577,1684,Theobroma,Japan,2015,Peru,"Piura Select, Cacao Blanc","0,7","2- B,S","peanut butter, sour milk","3,25",Japão
2578,2414,Thistle & Rose aka Aggie USU,USA,2019,Ecuador,"Costa Esmeraldas, 2017 h., batch 28","0,7","2- B,S","pure, bold, floral","3,5",EUA
2579,2182,Tibito,Colombia,2018,Colombia,"Putumayo, lot 021","0,7","3- B,S,L","spicy, marshmallow","3,25",Colômbia
2580,2182,Tibito,Colombia,2018,Colombia,"Meta, lot 052","0,7","3- B,S,L","floral, vegetal","3,0",Colômbia
2581,2936,Tierra Bandita,El Salvador,2024,El Salvador,El Salvador,"0,8","3- B,S,C","grainy, mild coffee, sweet","2,75",El Salvador
2582,1836,Timo A. Meyer,Germany,2016,Belize,"Belize, med roast","0,72","3- B,S,C","bright fruit, cashew","3,75",Alemanha
2583,2358,Tiny House,USA,2019,Tanzania,Kokoa Kamili,"0,71","2- B,S","bland, mild honey, sour","2,75",EUA
2584,2510,To'ak,Ecuador,2020,Ecuador,"Galapagos, Santa Cruz Island, 2018 h.","0,75","3- B,S,C","strong floral, oily, bold, grassy","3,25",Equador
2585,1418,To'ak (Ecuatoriana),Ecuador,2014,Ecuador,Manabi,"0,81","2- B,S","waxy, mild fruit, floral","3,25",Equador
2586,895,Tobago Estate (Pralus),France,2012,Tobago,"Roxborough, Tobago","0,7",,"smooth, wild berries","4,0",França
2587,789,Tocoti,USA,2011,Dominican Republic,Dominican Republic,"0,74","3- B,S,C","pronounced fruit, sour","3,0",EUA
2588,789,Tocoti,USA,2011,Venezuela,Venezuela,"0,72","3- B,S,C","peanut butter, soapy","2,75",EUA
2589,927,Tocoti,USA,2012,Bolivia,"Wild Bolivian, Jungle Love","0,77","3- B,S,C","sandy, sweet","3,0",EUA
2590,2060,Tosier,UK,2018,Belize,Maya Mtn.,"0,7","3- B,S,C","honey, caramel","3,5",Reino Unido
2591,2060,Tosier,UK,2018,Bolivia,"Alto Beni, 2016","0,7","3- B,S,C","spicy, cocoa, sweet","3,0",Reino Unido
2592,2064,Tosier,UK,2018,Haiti,Acul du Nard,"0,7","3- B,S,C","metallic, astringent","2,75",Reino Unido
2593,2270,Tosier,UK,2019,Colombia,Tumaco,"0,7","3- B,S,C","dull, chewy, sweet","2,75",Reino Unido
2594,2314,Tree to Bar,South Korea,2019,Ecuador,Ecuador,"0,7","2- B,S","nutty, floral","3,5",Coréia do Sul
2595,1239,Treehouse,USA,2014,Dominican Republic,Conacado,"0,72","2- B,S","baked, roasty, coffee","3,0",EUA
2596,821,Treehouse aka Indaphoria,USA,2012,Dominican Republic,La Red,"0,7","3- B,S*,C","heavy roast, black licorice","3,25",EUA
2597,907,Treehouse aka Indaphoria,USA,2012,Dominican Republic,"Conacado, Manifesto","0,7","3- B,S*,C","sandy, strawberry, coconut","2,75",EUA
2598,2530,Triangle Roasters,USA,2020,Guatemala,Guatemala,"0,7","2- B,S","bright fruit, heavy roast, smooth","3,75",EUA
2599,2526,Triangle Roasters,USA,2020,Nicaragua,La Colonia,"0,7","2- B,S","high acidity, toffee, spicy","3,25",EUA
2600,2526,Triangle Roasters,USA,2020,Haiti,Pisa,"0,7","2- B,S","dominating roast, deep cocoa","3,25",EUA
2601,2664,Triangle Roasters,USA,2021,Philippines,Malah Na Bulong,"0,7","2- B,S","sticky, butterscotch, sl. Hammy","3,25",EUA
2602,2218,Tribar,Peru,2018,Peru,"Piura, Gran Chilique","0,7","3- B,S,C","sweet, pungent grape, acidic","3,5",Peru
2603,2210,Tribar,Peru,2018,Peru,Ucayali,"0,73","3- B,S,C","powdery, complex, rubber","3,0",Peru
2604,2470,Tribe,Canada,2020,Peru,Ucayali,"0,7","2- B,S","very sandy, spicey, sweet","3,0",Canadá
2605,2490,Tribe,Canada,2020,Vietnam,"Dak Lak, batch 0A08","0,7","2- B,S","tart, sweet, sour, savory","2,75",Canadá
2606,2490,Tribe,Canada,2020,Honduras,"Copan, batch 0A03","0,7","2- B,S","woody, sweet, unrefined","2,75",Canadá
2607,753,Tsara (Cinagra),Madagascar,2011,Madagascar,"Ambanja, Tsara Valley","0,72",,"cocoa, mild fruit","3,5",Madagáscar
2608,753,twenty-four blackbirds,USA,2011,Dominican Republic,Dominican Republic,"0,73","2- B,S","roasty, woody, rubber off","2,75",EUA
2609,1022,twenty-four blackbirds,USA,2013,Dominican Republic,"Dominican Republic, batch 85","0,68","2- B,S","roasty, sligt burnt, red fruit","3,25",EUA
2610,1026,twenty-four blackbirds,USA,2013,Bolivia,"Palos Blancos, batch 97","0,75","2- B,S","roasty, bitter, caramel, dairy","2,5",EUA
2611,1235,twenty-four blackbirds,USA,2014,Madagascar,"Madagascar, lot 137","0,75","2- B,S","intense, red berry","3,5",EUA
2612,1700,twenty-four blackbirds,USA,2015,Ecuador,"Cedeno, lot 271","0,75","2- B,S","intense, floral","3,5",EUA
2613,1700,twenty-four blackbirds,USA,2015,Dominican Republic,Oko Caribe,"0,75","2- B,S","spicy, sour, off note","2,75",EUA
2614,1996,twenty-four blackbirds,USA,2017,Tanzania,Kokoa Kamili,"0,75","2- B,S","dry, floral, woody","3,25",EUA
2615,2816,twenty-four blackbirds,USA,2023,Honduras,"Wampusirpi, lot 647","0,75","3- B,S,C","wine, dried apricot","3,5",EUA
2616,2816,twenty-four blackbirds,USA,2023,Madagascar,"Bejofo, lot 650","0,75","3- B,S,C","molasses, tangy, caramel","3,5",EUA
2617,1740,Two Ravens,USA,2016,Peru,Peru,"0,6","3- B,S,C","coarse, sweet, lemon","3,0",EUA
2618,709,Un Dimanche A Paris,France,2011,Dominican Republic,Dominican Republic,"0,63",,spicy and rich,"3,75",França
2619,2004,Uncouth,Canada,2017,Guatemala,Guatemala,"0,75","2- B,S","dry, coarse, sour","3,25",Canadá
2620,2004,Uncouth,Canada,2017,Tanzania,Tanzania,"0,75","2- B,S","dry, coarse, sweet, earthy","3,0",Canadá
2621,2000,Uncouth,Canada,2017,Dominican Republic,Dominican Republic,"0,75","2- B,S","dry, coarse, hay, off","2,75",Canadá
2622,1438,Undone,USA,2014,Dominican Republic,"San Francisco de Macoris, Nourish","0,7","2- B,S","tart, tangy, mild cocoa","3,0",EUA
2623,1438,Undone,USA,2014,Nicaragua,Matagalpa,"0,74","2- B,S","creamy, woody,green, rubber","2,75",EUA
2624,1752,Upchurch,USA,2016,Tanzania,"Tanzania, Party Bar","0,72","2- B,S","sandy, sweet, peach","3,25",EUA
2625,1752,Upchurch,USA,2016,Madagascar,"Madagascar, Sassy Bar","0,72","2- B,S","sweet, acidic, tart","3,0",EUA
2626,1327,Urzi,Italy,2014,Venezuela,"Sur del Lago, Merida","0,65","4- B,S,C,V","intense, nutty, mild rubber","3,25",Itália
2627,1968,Utopick,Spain,2017,Colombia,"Sierra Nevada, Tutu Iku","0,7","3- B,S,C","spice, melon, nutty","3,75",Espanha
2628,2210,Utopick,Spain,2018,Nicaragua,Nugo,"0,7","3- B,S,C",roasty cocoa,"3,75",Espanha
2629,2828,Utopick,Spain,2023,Uganda,Semuliki,"0,7","3- B,S,C","nut, grain, soy milk","3,0",Espanha
2630,2478,Vaka,Canada,2020,Belize,"Maya Mountain, Toledo, batch 91","0,74","3- B,S,C","roasted strawberry, bold","3,5",Canadá
2631,63,Valrhona,France,2006,Blend,"Guanaja, South America","0,7","5- B,S,C,V,L","subtle, smooth, earthy, long","3,75",França
2632,75,Valrhona,France,2006,Madagascar,"Sambirano, Ampamakia 2005, Millot P.","0,64","5- B,S,C,V,L","red berry, rich cocoa","3,5",França
2633,63,Valrhona,France,2006,Blend,"Carribean, Caraibe","0,66","5- B,S,C,V,L","slight bitter, woody","3,0",França
2634,75,Valrhona,France,2006,Venezuela,"Porcelana, Maracaibo, Palmira P. 2005","0,64","5- B,S,C,V,L","modest, creamy, cocoa","3,0",França
2635,75,Valrhona,France,2006,Trinidad,Gran Couva 2005 P.,"0,64","5- B,S,C,V,L","nutty, vegetal, sweet","2,5",França
2636,129,Valrhona,France,2007,Madagascar,Manjari,"0,64","5- B,S,C,V,L","creamy, blueberry, raspberry","4,0",França
2637,129,Valrhona,France,2007,Venezuela,Chuao 2002 P.,"0,65","5- B,S,C,V,L","sandy, vegetal, cocoa","3,75",França
2638,162,Valrhona,France,2007,Venezuela,"Porcelana, Maracaibo, Palmira P. 2006","0,64","5- B,S,C,V,L","creamy, cherry","3,25",França
2639,117,Valrhona,France,2007,Blend,"Araguani, Venezuela, Carribean","0,72","5- B,S,C,V,L","creamy, rich, licorice","3,0",França
2640,157,Valrhona,France,2007,Blend,"Le Noir Amer, West Africa","0,71","5- B,S,C,V,L",nutty and bitter dominate,"2,75",França
2641,153,Valrhona,France,2007,Blend,"Abinao, West Africa","0,85","5- B,S,C,V,L","berries, tart, bitter","2,5",França
2642,147,Valrhona,France,2007,Blend,Le Noir Extra Amer,"0,85","5- B,S,C,V,L","creamy, fatty, very bitter","1,5",França
2643,327,Valrhona,France,2009,Dominican Republic,Tainori,"0,64","5- B,S,C,V,L","cocoa dominates, woodsy","3,75",França
2644,370,Valrhona,France,2009,Ecuador,Alpaco,"0,66","5- B,S,C,V,L","rich cocoa, hot spice","3,75",França
2645,395,Valrhona,France,2009,Ghana,Nyangbo,"0,68","5- B,S,C,V,L","creamy, cocoa, bread","3,5",França
2646,757,Valrhona,France,2011,Venezuela,"Porcelana, Pedegral","0,64","5- B,S,C,V,L","creamy, honey,peanut butter","4,0",França
2647,709,Valrhona,France,2011,Blend,Caraque,"0,56","5- B,S,C,V,L","intense sweet, nut, orange","3,25",França
2648,931,Valrhona,France,2012,Venezuela,"Otucan, Grand Cru","0,69","5- B,S,C,V,L","green,unripened fruit,banana","4,0",França
2649,1145,Valrhona,France,2013,Blend,"Andoa, Grand Cru blend","0,7","5- B,S,C,V,L","yogurt, lemon, licorice","3,5",França
2650,1153,Valrhona,France,2013,Dominican Republic,"Loma Sotavento, 2013","0,64","5- B,S,C,V,L","complex, herbs, fruit, dairy","3,5",França
2651,1510,Valrhona,France,2015,Peru,"Piura, Illanka, Quemazon","0,63","5- B,S,C,V,L","intense, dark berry, grapes","4,0",França
2652,1972,Valrhona,France,2017,Blend,"Oriado, Peru, Dom. Rep","0,6","3- B,S,C","intense, rich, sweet","3,25",França
2653,963,Vanleer (Barry Callebaut),USA,2012,Ghana,Napa,"0,65",,"oily, caramel ""rolo"", sweet","2,75",EUA
2654,963,Vanleer (Barry Callebaut),USA,2012,Ghana,Manhattan,"0,72",,"sour vanila, heavy roast","2,5",EUA
2655,404,Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,Madagascar,"0,64",,"sandy, mild citrus, sweet","3,25",Madagáscar
2656,404,Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,Madagascar,"0,7",,"oily, fatty, citrus","3,0",Madagáscar
2657,404,Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,Madagascar w/ nibs,"0,68",,"oily, nutty, fatty","3,0",Madagáscar
2658,404,Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,Madagascar,"0,72","3- B,S,C","fatty, bland, very astringent","2,75",Madagáscar
2659,404,Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,Madagascar,"0,76","4- B,S,C,V","fatty, sour, spoiled","2,75",Madagáscar
2660,404,Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,Madagascar,"0,8","4- B,S,C,V","fatty, bitter, sour","2,75",Madagáscar
2661,2744,Vesta,USA,2022,Guatemala,Guatemala,"0,78","3- B,S*,C","rich cocoa, fruit, bitter, molasses","3,5",EUA
2662,1470,Vicuna,USA,2015,Bolivia,Palos Blancos,"0,7","2- B,S","peanut butter, coffee, mint","3,25",EUA
2663,1470,Vicuna,USA,2015,Bolivia,Palos Blancos + nibs,"0,7","2- B,S","complex, nibs too soft","3,25",EUA
2664,2190,Vicuna,USA,2018,Dominican Republic,San Francisco de Macoris,"0,7","2- B,S","dark berry, roasty","3,25",EUA
2665,2186,Vicuna,USA,2018,Guatemala,Alta Verapaz,"0,7","2- B,S","earthy, sour, intense","3,0",EUA
2666,2186,Vicuna,USA,2018,Bolivia,Palos Blancos,"0,7","2- B,S","smokey, earthy, nutty","2,75",EUA
2667,991,Videri,USA,2012,Blend,"Classic, Central and S. America","0,7","3- B,S,C","sweet, fruity, heavy roast","3,25",EUA
2668,1117,Videri,USA,2013,Blend,"Dark, Central and S. America","0,9","3- B,S,C","mellow fruit, tart, mild bitter","3,75",EUA
2669,1211,Videri,USA,2014,Trinidad,Trinidad,"0,75","3- B,S,C","spicy, roasty, acidic, dairy","3,5",EUA
2670,1227,Videri,USA,2014,Ecuador,Mindo,"0,75","3- B,S,C","spicy, nutmeg, brownie","3,5",EUA
2671,1211,Videri,USA,2014,Dominican Republic,Dominican Republic,"0,9","3- B,S,C","intense, cocoa, spicy, fruit","3,25",EUA
2672,2578,Videri,USA,2021,Blend,"""Classic Dark"", Ecuador-Guatemala-Dom. Rep.","0,7","3- B,S,C","nutty, grassy, cocoa","3,5",EUA
2673,2578,Videri,USA,2021,Ecuador,Costas Esmeraldas,"0,75","2- B,S",floral & fruit,"3,5",EUA
2674,2578,Videri,USA,2021,Dominican Republic,Zorzal,"0,75","2- B,S","roasty, berry notes","3,0",EUA
2675,2578,Videri,USA,2021,Guatemala,Chimelb,"0,75","2- B,S","earthy, harsh, acidic","2,75",EUA
2676,951,Vietcacao (A. Morin),France,2012,Vietnam,"Ben Tre, Mekong Delta, MoCay","0,7","4- B,S,C,L","spicy, dairy","3,5",França
2677,2892,Vigdis Rosenkilde (Cacaosuyo),Peru,2024,Peru,Piura Blanco w/ nibs,"0,7","3- B,S,C","strawberry, sweet, cookie, crisp","3,5",Peru
2678,1205,Vintage Plantations,USA,2014,Peru,San Martin,"0,75","3- B,S,C","sandy, sweet, nutty","3,0",EUA
2679,153,Vintage Plantations (Tulicorp),USA,2007,Ecuador,"Los Rios, Rancho Grande 2004/2007","0,75",,"cocoa,earthy,very astringent","3,0",EUA
2680,153,Vintage Plantations (Tulicorp),USA,2007,Ecuador,"Los Rios, Rancho Grande 2007","0,65","3- B,S,C","sticky, cocoa, earthy","3,0",EUA
2681,153,Vintage Plantations (Tulicorp),USA,2007,Ecuador,"Los Rios, Rancho Grande 2004/2007","1,0",,"bland, mild fruit, strong bitter","2,0",EUA
2682,153,Vintage Plantations (Tulicorp),USA,2007,Ecuador,"Los Rios, Rancho Grande 2004/2007","0,9",,"some fruit, strong bitter","2,0",EUA
2683,1458,Violet Sky,USA,2015,Peru,Peru,"0,77","2- B,S","chalky, peach, bland","3,25",EUA
2684,1458,Violet Sky,USA,2015,Belize,Moho River Valley,"0,77","2- B,S","mild metallic, brownie, earth","3,0",EUA
2685,1458,Violet Sky,USA,2015,Venezuela,Cuyagua,"0,77","2- B,S","intense, mild bitter, roasty","3,0",EUA
2686,1458,Violet Sky,USA,2015,Madagascar,Sambirano Valley,"0,77","2- B,S","intense, tart, sour, raisin","2,75",EUA
2687,1502,Violet Sky,USA,2015,Guatemala,Cahabon,"0,77","2- B,S","creamy, cocoa, pungent","2,75",EUA
2688,1724,Vivra,USA,2016,Dominican Republic,Dominican Republic,"0,7","5- B,S,C,V,L","sweet, simple, cocoa","3,0",EUA
2689,1720,Vivra,USA,2016,Peru,Peru,"0,7","5- B,S,C,V,L","pungent, metallic","2,5",EUA
2690,1720,Vivra,USA,2016,Venezuela,Ocumare,"0,7","5- B,S,C,V,L","nutty, off notes","2,5",EUA
2691,2178,Vivra,USA,2018,Bolivia,Alto Beni,"0,7","5- B,S,C,V,L","earthy, vanilla","2,5",EUA
2692,2182,Vivra,USA,2018,Haiti,"Pisa, Adul de Nord","0,7","5- B,S,C,V,L","vanilla, late cocoa notes","2,5",EUA
2693,1756,Wellington Chocolate Factory,New Zealand,2016,Dominican Republic,Conacado,"0,7","2- B,S*","dry, rich, roasty","3,5",Nova Zelândia
2694,1756,Wellington Chocolate Factory,New Zealand,2016,Peru,"Piura Blanco, Norandino","0,7","2- B,S*","grapes, pungent","3,5",Nova Zelândia
2695,2012,Wellington Chocolate Factory,New Zealand,2017,Samoa,Samoa,"0,77","2- B,S","earthy, roasty","3,0",Nova Zelândia
2696,2092,White Label aka Mutari,USA,2018,Tanzania,Kokoa Kamili,"0,68","3- B,S,C","nuts, fruit, poor aftertaste","3,0",EUA
2697,2096,White Label aka Mutari,USA,2018,Bolivia,Alto Beni,"0,72","3- B,S,C","creamy, fruit, poor aftertaste","3,0",EUA
2698,2622,White Label aka Mutari,USA,2021,Honduras,"La Masica, 2015 harvest, b. LH74HORZConcheV2","0,74","2- B,S","brownie, nutty, roasty","3,75",EUA
2699,2622,White Label aka Mutari,USA,2021,Trinidad,"Garcia Estate, 2019 harvest, b. GT722162021820","0,72","3- B,S,C","complex, mild tobacco, nut, fruit","3,75",EUA
2700,2626,White Label aka Mutari,USA,2021,Philippines,"Kablon Farms, b. KP7417211821","0,74","3- B,S,C","nutty, roasted cherry, coffee","3,5",EUA
2701,2626,White Label aka Mutari,USA,2021,Uganda,"Semuliki, 2017-18 h., batch SU72conche22212621","0,72","3- B,S,C","nutty, cocoa, yogurt","3,5",EUA
2702,2764,White Label aka Mutari,USA,2022,Ecuador,"Costa Esmeraldas, CEconche77121620121820","0,77","3- B,S,C","complex, hazelnut, dairy, fruit","4,0",EUA
2703,2768,White Label aka Mutari,USA,2022,Jamaica,"Bachelor's Hall, BHJ72030521040321","0,72","3- B,S,C","smooth, toffee, nutty, cocoa","3,75",EUA
2704,2768,White Label aka Mutari,USA,2022,India,"Kerala, K172Testbatch1","0,72","3- B,S,C","creamy, balanced, cocoa, fruity","3,75",EUA
2705,2768,White Label aka Mutari,USA,2022,Colombia,"Chaparral, batch 12022","0,72","3- B,S,C","hint of caramel, alcohol, vegetal","3,5",EUA
2706,733,Whittakers,New Zealand,2011,Ghana,Ghana,"0,72",,"sticky, dry, vanilla dominates","2,5",Nova Zelândia
2707,1169,Wilkie's Organic,Ireland,2013,Peru,Tumbes,"0,75","3- B,S,C","sandy, sweet, coffee","3,25",Irlanda
2708,1169,Wilkie's Organic,Ireland,2013,Peru,Amazonas,"0,89","3- B,S,C","slow develop, bitter, metallic","2,75",Irlanda
2709,1173,Wilkie's Organic,Ireland,2013,Peru,Amazonas w/ nibs,"0,75","3- B,S,C","mild, metallic","2,75",Irlanda
2710,1169,Wilkie's Organic,Ireland,2013,Peru,Amazonas,"0,75","3- B,S,C","light color, grit, metallic","2,5",Irlanda
2711,457,Willie's Cacao,UK,2009,Venezuela,Rio Caribe,"0,72","3- B,S,C","creamy, earthy, nutty","3,25",Reino Unido
2712,457,Willie's Cacao,UK,2009,Peru,San Martin,"0,7","3- B,S,C","sandy, rich, earthy","3,0",Reino Unido
2713,593,Willie's Cacao,UK,2010,Indonesia,Java,"0,69","3- B,S,C","smokey, fruity, sour","3,75",Reino Unido
2714,593,Willie's Cacao,UK,2010,Venezuela,Hacienda Las Trincheras,"0,72","3- B,S,C","dry, nutty, cocoa","3,5",Reino Unido
2715,593,Willie's Cacao,UK,2010,Madagascar,Sambirano,"0,71","3- B,S,C","dry, mild fruit","3,0",Reino Unido
2716,1109,Willie's Cacao,UK,2013,Indonesia,"Java, Indonesian Black","1,0",,"fruit, strong smoke, bitter","2,25",Reino Unido
2717,1227,Willie's Cacao,UK,2014,Colombia,Los Llanos,"0,88","3- B,S,C","mild nutty and fruit, savory","3,0",Reino Unido
2718,1848,Willie's Cacao,UK,2016,Colombia,Los Llanos,"0,7","3- B,S,C","rich cocoa, spicy, cinamon","4,0",Reino Unido
2719,1916,Wm,USA,2016,Ghana,"Ghana, 2013, batch 129","0,75","3- B,S,C","strong malt, choco pudding","3,75",EUA
2720,1912,Wm,USA,2016,Bolivia,"Wild Beniano, 2016, batch 128, Heirloom","0,76","3- B,S,C","nutty, fig, short length","3,5",EUA
2721,1912,Wm,USA,2016,Venezuela,"Guasare, Zulia Prov., 2015, batch 124","0,74","3- B,S,C","nutty, rubber","3,0",EUA
2722,2346,Wm,USA,2019,Venezuela,Porcelana,"0,7","3- B,S,C","intense, creamy, nutty","3,5",EUA
2723,2406,Wm,USA,2019,Belize,"Maya Mountain, 2017, batch 255","0,68","3- B,S,C","flat, molasses, creamy","3,25",EUA
2724,2652,Wm,USA,2021,Dominican Republic,Dominican Republic,"0,7","3- B,S,C","dairy, caramel, brownie, nutty","3,5",EUA
2725,741,Woodblock,USA,2011,Venezuela,Ocumare,"0,7","2- B,S","nutty, tart, coffee","4,0",EUA
2726,769,Woodblock,USA,2011,Dominican Republic,La Red,"0,7","2- B,S","brownie, fruit, fudge","3,5",EUA
2727,951,Woodblock,USA,2012,Madagascar,"Sambirano, batch 1","0,7","3- B,S,C",melon,"3,25",EUA
2728,825,Woodblock,USA,2012,Costa Rica,Costa Rica,"0,7","2- B,S","roasty, metallic, coffee","3,0",EUA
2729,825,Woodblock,USA,2012,Ecuador,Ecuador,"0,7","2- B,S","mild fruit, chemical off","2,5",EUA
2730,1042,Woodblock,USA,2013,Trinidad,"Gran Couva, batch 1","0,7","2- B,S","creamy, woody, mild metallic","3,5",EUA
2731,1042,Woodblock,USA,2013,Ecuador,"Camino Verde P., Balao, Guayas, batch 1","0,7","2- B,S","intense, bourbon","3,25",EUA
2732,1243,Woodblock,USA,2014,Peru,"Maranon, Cajamarca","0,7","2- B,S","sandy, intense, mild nutty","3,0",EUA
2733,2656,Woodblock,USA,2021,Tanzania,"Kokoa Kamili, batch 23","0,7","2- B,S","short, tart, fruit, sweet edge","3,0",EUA
2734,1057,Xocolat,Dominican Republic,2013,Dominican Republic,Hispaniola,"0,66","5- B,S,C,L,Sa","salt noticeable, vanilla","3,0",República Dominicana
2735,2374,Xocolatisimo,El Salvador,2019,El Salvador,Hacienda San Jose,"0,7","4- B,S,C,L","nutty, basic cocoa","3,25",El Salvador
2736,2378,Xocolatisimo,El Salvador,2019,El Salvador,Hacienda San Jose,"0,75","4- B,S,C,L","coarse, sweet, candy, licorice","3,0",El Salvador
2737,2374,Xocolatisimo,El Salvador,2019,El Salvador,Hacienda San Jose,"0,65","4- B,S,C,L","overly sweet, dirty","2,75",El Salvador
2738,2518,Xocolatl,USA,2020,Peru,"San Martin de Pangoa, batch 46","0,7","2- B,S","burnt caramel, grapes","3,5",EUA
2739,2522,Xocolatl,USA,2020,Nicaragua,"Matagalpa, batch 57","0,72","2- B,S","sandy, roasty, fig, late spiciness","3,5",EUA
2740,2522,Xocolatl,USA,2020,Tanzania,"Kokoa Kamili, Kilombero Valley, batch 1","0,73","2- B,S","sandy, earthy, hint of tang","3,25",EUA
2741,1948,Xocolla,USA,2017,Madagascar,"Sambirano, batch 170102","0,7","2- B,S","sour milk, molasses, sweet","2,75",EUA
